id,GLOBAL_SCORE
EK202310003639,138.28
EK202310158269,148.82
EK202320007090,148.48
EK202310111707,140.86
EK202310104096,147.94
EK202310235404,132.21
EK202310108783,135.77
EK202310116298,135.21
EK202310156281,141.14
EK202310164483,136.6
EK202310108212,132.25
EK202310233950,133.94
EK202310157041,136.06
EK202310104522,136.7
EK202310175972,148.07
EK202310225965,137.19
EK202310138403,141.72
EK202310234452,135.17
EK202310104614,150.01
EK202310117970,137.34
EK202310128727,135.43
EK202310190230,134.0
EK202310201465,147.3
EK202310197534,161.0
EK202310171846,136.75
EK202310193751,150.39
EK202310242967,136.19
EK202310112852,160.91
EK202310132804,142.86
EK202310127612,152.06
EK202310136082,173.42
EK202310186665,151.42
EK202310156519,134.72
EK202310108430,151.68
EK202310164930,139.99
EK202310153971,168.85
EK202310129412,135.66
EK202310124383,136.94
EK202310215858,149.23
EK202310104131,140.64
EK202310185040,145.79
EK202310119251,134.43
EK202310191724,152.95
EK202310149922,133.76
EK202310176193,147.53
EK202310204311,141.05
EK202310248324,150.98
EK202310120496,137.82
EK202310233548,137.7
EK202310219178,137.23
EK202310114723,143.82
EK202310185832,157.14
EK202310106587,147.43
EK202310239252,135.52
EK202310208710,138.51
EK202310244056,130.74
EK202310223702,128.48
EK202310236969,139.05
EK202310196070,149.97
EK202310227710,139.84
EK202310119702,134.27
EK202310143351,139.36
EK202310144967,139.24
EK202310207097,131.79
EK202310193281,132.37
EK202310223068,140.33
EK202310158743,139.36
EK202310142353,146.74
EK202310154024,136.64
EK202310136326,145.97
EK202320006526,151.33
EK202310240160,135.67
EK202310230270,143.31
EK202310209591,141.54
EK202310201937,139.83
EK202310138686,135.31
EK202310125946,144.34
EK202310112949,146.16
EK202310128660,151.85
EK202310223565,143.93
EK202310155372,140.8
EK202310229467,139.0
EK202310232289,137.59
EK202310142439,148.75
EK202310128595,142.23
EK202310228661,132.63
EK202310220811,140.17
EK202310104677,144.19
EK202310108708,143.83
EK202310235044,128.81
EK202310141363,141.81
EK202310174855,155.72
EK202310154755,143.43
EK202310157326,141.53
EK202310228659,130.6
EK202310215026,149.4
EK202310177129,144.34
EK202310178830,163.85
EK202310222959,128.54
EK202320007347,128.77
EK202310153807,167.09
EK202310165563,151.9
EK202310240070,130.32
EK202310171642,137.39
EK202310221419,134.46
EK202310210258,139.93
EK202310108225,137.07
EK202310156515,141.77
EK202320006021,165.93
EK202310214746,139.42
EK202310166648,147.58
EK202310243041,139.54
EK202310227731,130.48
EK202310118513,131.88
EK202310240129,153.96
EK202310140813,143.22
EK202310181628,138.1
EK202310126085,131.94
EK202310246101,141.73
EK202310113312,132.1
EK202310217968,130.69
EK202310213114,134.25
EK202310219800,143.37
EK202310184495,141.53
EK202310119316,133.26
EK202310180007,141.22
EK202310199156,135.34
EK202310177234,145.35
EK202310226743,141.83
EK202310189141,136.91
EK202320006005,136.85
EK202310227823,141.29
EK202310174022,145.77
EK202310134374,136.07
EK202310200180,138.33
EK202310161433,154.69
EK202310121700,138.64
EK202310237451,136.78
EK202310192827,147.98
EK202310160428,145.24
EK202310205223,137.5
EK202310111659,144.63
EK202310218773,134.71
EK202310161247,142.61
EK202310109618,139.39
EK202310155619,143.35
EK202310135096,157.5
EK202310188704,150.26
EK202310198311,158.36
EK202310138345,131.25
EK202310187653,144.65
EK202310223676,152.46
EK202310165688,137.95
EK202310104779,139.21
EK202320007241,170.81
EK202310247012,140.15
EK202310115649,137.93
EK202310158687,141.79
EK202310139898,146.06
EK202310183012,137.69
EK202310189323,168.74
EK202310236084,145.38
EK202310187745,137.46
EK202310213754,150.52
EK202310207691,134.11
EK202310213360,134.05
EK202310134511,135.19
EK202310162421,145.64
EK202310137854,160.0
EK202310150901,145.37
EK202310114810,142.58
EK202310110564,137.13
EK202310188498,138.72
EK202310122137,130.45
EK202310234827,134.34
EK202310123845,160.83
EK202310117679,147.75
EK202310226733,138.05
EK202310146806,142.79
EK202310186532,143.28
EK202310198523,135.34
EK202310169242,143.82
EK202310189605,143.42
EK202310177460,138.09
EK202310156053,140.57
EK202310138997,130.78
EK202310231114,138.86
EK202310147763,136.43
EK202310119709,140.46
EK202310121129,146.73
EK202310137901,142.47
EK202310144077,138.32
EK202310110337,129.35
EK202310184408,139.95
EK202310215841,134.61
EK202310157214,143.97
EK202310193140,129.57
EK202310216105,139.8
EK202310246420,137.09
EK202310118424,128.38
EK202310144290,134.18
EK202310236171,136.3
EK202310161913,138.58
EK202310116195,141.61
EK202310140252,139.7
EK202310238025,148.07
EK202310146861,133.12
EK202310125756,133.42
EK202310211082,134.78
EK202310202590,135.09
EK202310212292,132.69
EK202310151188,137.37
EK202310186431,155.6
EK202310197054,144.33
EK202310229535,133.78
EK202310237693,136.22
EK202310127899,149.23
EK202310125513,134.87
EK202310143417,148.51
EK202310114922,145.29
EK202310185011,141.02
EK202310157380,143.1
EK202310242841,139.15
EK202310128764,128.74
EK202310160302,139.41
EK202310132265,133.04
EK202310142152,139.47
EK202310184138,143.98
EK202310218922,142.11
EK202310105732,129.18
EK202310202421,139.02
EK202310204745,139.91
EK202310231651,137.26
EK202310206373,140.98
EK202310231327,139.4
EK202310129440,142.17
EK202310229405,140.94
EK202310233561,136.68
EK202310141433,143.85
EK202310164651,150.11
EK202310201935,144.57
EK202310184574,129.07
EK202310223915,145.98
EK202310200908,145.8
EK202310128941,135.12
EK202310186952,159.63
EK202310193974,149.32
EK202310169879,153.34
EK202310172093,129.11
EK202310184529,134.42
EK202310230089,137.21
EK202310181118,145.4
EK202310204225,139.17
EK202310112100,143.11
EK202310222373,141.3
EK202310182126,143.38
EK202310169072,142.4
EK202310203100,147.33
EK202310228065,143.13
EK202310003374,129.36
EK202310231993,139.17
EK202310166999,136.89
EK202310113561,139.12
EK202310150384,159.85
EK202310204151,145.3
EK202310243179,152.04
EK202310229664,137.27
EK202310214850,138.46
EK202310203348,144.1
EK202310146725,132.1
EK202310134763,131.75
EK202310145729,154.97
EK202310246535,142.08
EK202310141577,138.34
EK202310216160,139.32
EK202310116782,140.52
EK202310211327,148.14
EK202310204090,148.67
EK202310175898,157.32
EK202310226259,139.68
EK202310151274,134.41
EK202310154215,135.44
EK202310174277,145.43
EK202320006496,140.79
EK202310141969,134.79
EK202320005622,136.85
EK202310157093,149.47
EK202310139909,149.16
EK202310209908,147.31
EK202310218730,137.55
EK202310229718,139.39
EK202310111615,137.13
EK202310138168,134.82
EK202310162118,160.99
EK202310164185,144.56
EK202310123341,135.78
EK202310154152,137.3
EK202310169662,137.43
EK202310195289,145.02
EK202310247758,146.91
EK202310223580,133.0
EK202310104690,136.39
EK202310234439,139.33
EK202310225052,150.49
EK202310139674,151.33
EK202310186662,130.7
EK202310198339,148.91
EK202310219978,138.57
EK202310205279,145.42
EK202310241147,143.47
EK202310225981,153.63
EK202310168112,137.64
EK202310226106,140.28
EK202310116095,128.09
EK202310114593,145.17
EK202310175636,130.2
EK202310117905,159.25
EK202310200614,147.95
EK202310137390,136.2
EK202310196458,150.21
EK202310212839,147.47
EK202310149449,151.58
EK202310172721,134.19
EK202310133382,131.56
EK202310171991,142.08
EK202310178147,145.56
EK202310210822,130.63
EK202310169958,132.88
EK202310216612,136.26
EK202310190351,133.9
EK202310128333,139.44
EK202310156052,132.04
EK202310207300,149.84
EK202310148098,141.04
EK202310236834,141.61
EK202310206502,146.33
EK202310232490,139.6
EK202310115920,129.88
EK202310155557,134.39
EK202310118792,152.83
EK202310213449,137.99
EK202310157956,148.56
EK202310202461,146.95
EK202310210080,158.63
EK202310123713,138.78
EK202310138636,147.56
EK202310197194,142.6
EK202310136131,164.96
EK202310194280,139.41
EK202310144073,155.46
EK202310196767,156.24
EK202310152659,135.69
EK202310119318,137.55
EK202310175079,144.68
EK202310246973,136.87
EK202310177069,133.88
EK202310228915,143.21
EK202310237967,140.89
EK202310004766,134.89
EK202310197580,157.55
EK202310163370,141.11
EK202310126258,130.32
EK202320006245,139.71
EK202310214455,144.47
EK202310225077,154.72
EK202310121345,133.7
EK202310118753,127.39
EK202310209148,139.32
EK202310235651,143.68
EK202310195584,140.07
EK202310131541,139.28
EK202310167958,147.29
EK202310232848,140.76
EK202310112373,135.96
EK202310247588,169.43
EK202310124781,142.75
EK202310187345,162.31
EK202310117200,145.2
EK202310103838,132.09
EK202310123310,133.9
EK202310193567,150.14
EK202310176987,140.35
EK202310217483,130.24
EK202310219653,142.95
EK202310189258,136.76
EK202310213235,135.97
EK202310148485,139.32
EK202310243846,131.21
EK202310157685,147.04
EK202310228217,168.16
EK202310167414,144.38
EK202310116553,142.33
EK202310154306,151.21
EK202310218246,141.0
EK202310214924,152.76
EK202310124301,148.97
EK202310132969,137.71
EK202310116665,150.53
EK202310126109,151.13
EK202310246626,148.01
EK202310165655,135.33
EK202310222900,136.77
EK202310183920,143.49
EK202310188655,139.46
EK202310140837,142.91
EK202310110105,135.33
EK202310166926,156.04
EK202310222571,148.97
EK202310130862,160.58
EK202310159918,141.28
EK202310191732,167.56
EK202310154430,156.89
EK202310209379,133.91
EK202310242826,155.83
EK202310127621,138.07
EK202310144269,144.54
EK202310168554,167.72
EK202310225096,128.45
EK202310004191,138.96
EK202310198832,134.9
EK202310166122,151.17
EK202310197812,170.58
EK202310173577,135.48
EK202310107780,136.78
EK202310200080,141.85
EK202310244832,154.5
EK202310153701,142.98
EK202310248897,143.69
EK202310238758,141.53
EK202310180956,163.97
EK202310133597,169.0
EK202310165926,145.18
EK202310113563,143.04
EK202310219177,140.04
EK202310215546,141.99
EK202310239803,136.87
EK202310170081,126.04
EK202310206625,141.35
EK202310104069,145.68
EK202310186393,147.9
EK202310173267,128.52
EK202310110426,142.9
EK202310164765,138.48
EK202310158220,133.8
EK202310168816,146.43
EK202310204071,137.7
EK202310157259,155.9
EK202310156843,140.4
EK202310223529,133.75
EK202310149961,137.88
EK202310108241,135.23
EK202310168245,143.85
EK202310191021,144.94
EK202310165776,141.52
EK202310172874,134.97
EK202310163779,141.82
EK202310188731,159.04
EK202310105850,161.19
EK202310129025,144.16
EK202310122251,146.37
EK202310233739,129.66
EK202310145467,132.42
EK202310125541,139.39
EK202310128736,148.32
EK202310157339,147.82
EK202310204674,150.65
EK202310199931,135.18
EK202310159776,153.78
EK202310233618,137.89
EK202310209554,148.56
EK202310147590,139.18
EK202310233558,137.27
EK202310141475,140.43
EK202310192184,144.79
EK202310121465,135.75
EK202310144674,153.05
EK202310225145,148.25
EK202310211862,140.52
EK202310218476,140.05
EK202310227106,152.11
EK202310184475,138.94
EK202310132027,145.62
EK202310134826,142.4
EK202310182784,155.46
EK202310236142,145.73
EK202310215997,171.2
EK202310218885,148.51
EK202310189497,137.13
EK202310242392,146.02
EK202310139831,132.65
EK202310159899,133.36
EK202320007536,138.03
EK202310205864,146.84
EK202310205412,147.67
EK202310178623,142.73
EK202310144137,139.56
EK202310156851,143.06
EK202310200692,139.99
EK202310221442,140.68
EK202310225402,147.64
EK202310128314,133.79
EK202310135585,146.4
EK202310230304,158.1
EK202310106564,143.9
EK202310195276,133.53
EK202310168561,138.91
EK202310238035,148.22
EK202310210412,134.83
EK202310193015,144.61
EK202310160429,148.56
EK202310203227,140.3
EK202310144260,136.15
EK202310231994,138.43
EK202310169556,138.8
EK202310112231,143.16
EK202310179305,146.33
EK202310111693,151.77
EK202310163778,138.16
EK202310197562,151.98
EK202310147780,142.75
EK202310165497,168.9
EK202310191527,136.88
EK202310106149,139.82
EK202310179787,135.08
EK202310247018,157.11
EK202310177578,147.28
EK202310138872,161.26
EK202310204378,136.53
EK202310146296,154.45
EK202310110160,135.86
EK202310179095,147.06
EK202310220481,136.28
EK202310227227,141.28
EK202310234336,150.13
EK202310145809,143.61
EK202310209306,152.37
EK202310225649,126.44
EK202310226704,139.63
EK202310157072,159.18
EK202310121530,135.56
EK202310165600,137.35
EK202310197233,139.21
EK202310184332,125.61
EK202310143743,153.52
EK202310154640,142.7
EK202310158286,148.01
EK202310123880,134.46
EK202310182423,146.81
EK202310124053,137.08
EK202310206144,134.79
EK202310140890,151.47
EK202310127015,129.21
EK202310134941,145.29
EK202310119304,135.73
EK202310212796,138.13
EK202310108377,131.94
EK202310174180,143.28
EK202310239157,146.52
EK202310216632,135.18
EK202310172285,136.1
EK202310150279,142.92
EK202310186491,129.54
EK202310197932,146.97
EK202310120172,142.95
EK202310216664,147.45
EK202320006884,169.48
EK202310178918,143.45
EK202310144935,132.38
EK202310141510,139.93
EK202310216762,146.5
EK202310106406,131.32
EK202310111996,148.71
EK202310208681,138.24
EK202310226247,131.42
EK202310113253,168.68
EK202310122999,142.23
EK202310155079,136.86
EK202310160222,136.09
EK202310210742,135.91
EK202310156801,145.4
EK202310159360,150.89
EK202310180024,146.77
EK202310213928,137.87
EK202310152334,142.01
EK202310245937,130.77
EK202310164808,166.49
EK202310146870,135.86
EK202310163950,147.27
EK202310195716,144.37
EK202310150305,152.19
EK202310229713,138.57
EK202310188916,147.64
EK202310121395,136.54
EK202310160376,144.25
EK202310244651,145.2
EK202310150169,133.77
EK202310110958,137.14
EK202310143966,134.4
EK202310221741,163.94
EK202310187012,144.17
EK202310193822,149.07
EK202310172094,135.34
EK202310178633,146.44
EK202310117674,136.26
EK202310133805,131.63
EK202310180948,164.63
EK202310203849,134.49
EK202310149491,166.76
EK202310216830,147.74
EK202310229432,136.05
EK202310109652,137.36
EK202310181925,136.43
EK202310196245,143.24
EK202310248098,141.01
EK202310183221,159.2
EK202310196195,168.47
EK202310197137,135.06
EK202310110247,150.8
EK202310144126,139.9
EK202310156911,152.84
EK202310224215,136.82
EK202310236337,138.31
EK202310188431,151.37
EK202310137114,162.97
EK202310115030,141.73
EK202310117460,129.46
EK202310162361,138.12
EK202310130281,166.37
EK202310148428,137.91
EK202310163311,140.86
EK202310145526,139.92
EK202310235374,140.01
EK202310156223,143.09
EK202310151269,132.68
EK202310150741,145.5
EK202310225372,142.51
EK202310133344,140.4
EK202310127071,131.34
EK202310152237,141.2
EK202310244229,132.32
EK202310167190,141.01
EK202310154488,155.18
EK202310211108,133.02
EK202310114416,147.27
EK202310222978,162.51
EK202310187337,158.08
EK202310195712,169.72
EK202310176238,145.51
EK202310204719,150.91
EK202310184298,135.44
EK202310215525,133.0
EK202310154861,133.56
EK202310200739,135.0
EK202310242424,129.68
EK202310247300,137.5
EK202310116475,142.97
EK202310225458,134.44
EK202310126918,140.13
EK202310185579,131.63
EK202310241455,137.38
EK202310209465,135.33
EK202310142842,144.37
EK202310185122,140.03
EK202310223530,136.51
EK202310188514,152.68
EK202310171731,139.73
EK202310130376,149.95
EK202310222189,147.33
EK202310106430,140.53
EK202310127369,147.96
EK202310236443,135.33
EK202310182405,147.18
EK202310210187,131.94
EK202310116888,129.6
EK202310173132,135.94
EK202310108743,130.58
EK202310125006,134.76
EK202310213574,133.76
EK202310165356,141.7
EK202310149418,150.74
EK202310198882,134.04
EK202310231320,142.86
EK202310205653,141.48
EK202310198599,145.63
EK202310199963,128.59
EK202310173699,144.38
EK202310245726,136.17
EK202320006040,159.81
EK202310154743,146.8
EK202310188160,133.02
EK202310214367,159.25
EK202310103702,138.04
EK202310127965,138.68
EK202310203245,155.55
EK202310139888,139.66
EK202310108972,144.37
EK202310004612,136.61
EK202310143552,148.24
EK202310120024,146.02
EK202310221518,143.48
EK202310180966,164.58
EK202310193489,142.56
EK202310117005,134.76
EK202310213271,131.29
EK202310120394,139.9
EK202310183259,146.94
EK202310125697,147.56
EK202310110553,142.22
EK202310150138,135.44
EK202310169349,139.71
EK202310224959,134.88
EK202310003872,144.91
EK202310189922,154.32
EK202310196746,164.58
EK202310189397,136.87
EK202310154076,143.36
EK202310003409,136.11
EK202310132461,143.89
EK202310114430,149.96
EK202310207939,134.25
EK202310219274,131.32
EK202310226342,143.48
EK202310127397,136.21
EK202310237125,140.78
EK202310214068,145.16
EK202310184942,147.66
EK202310113334,140.13
EK202310121808,131.31
EK202310134472,133.83
EK202310213189,139.35
EK202310200986,135.18
EK202310183319,139.55
EK202310138451,134.91
EK202310134480,135.83
EK202310248001,146.46
EK202310215511,140.81
EK202310148692,150.61
EK202310003356,144.46
EK202310186363,148.07
EK202310117649,135.08
EK202310107222,143.8
EK202310140103,129.52
EK202310162055,143.11
EK202310160543,142.51
EK202310104526,136.85
EK202310111072,144.75
EK202310144115,146.49
EK202310227753,153.72
EK202310168401,141.13
EK202310225278,135.11
EK202310121727,144.53
EK202310209068,138.09
EK202310117324,138.55
EK202310119649,143.68
EK202310154151,136.45
EK202310235668,142.77
EK202310197052,136.62
EK202310133218,141.11
EK202310228623,136.64
EK202310236771,124.48
EK202320007756,141.33
EK202310123680,136.27
EK202310153796,147.94
EK202310184256,151.66
EK202310189360,149.3
EK202310169170,143.8
EK202310238568,156.18
EK202310147463,145.55
EK202310246348,139.06
EK202310146645,138.09
EK202310112043,146.88
EK202310126693,135.99
EK202310105633,137.12
EK202310108187,142.51
EK202310142659,143.68
EK202310154109,140.89
EK202310187961,153.49
EK202310138151,148.17
EK202310145768,135.81
EK202310204437,130.08
EK202310234444,130.83
EK202310146920,143.15
EK202310191972,141.6
EK202310135664,134.92
EK202310136647,159.73
EK202310149136,137.46
EK202310004755,130.64
EK202310003806,142.59
EK202320005862,139.94
EK202310238222,137.62
EK202310165638,146.93
EK202310195278,138.63
EK202310191050,146.76
EK202310165081,157.72
EK202310141108,138.64
EK202310225501,139.32
EK202310190006,141.16
EK202310232901,143.62
EK202310183145,144.45
EK202310133834,167.86
EK202310111865,135.09
EK202310233162,140.3
EK202310144096,136.02
EK202310241460,142.01
EK202310148061,143.5
EK202310123096,151.35
EK202310168745,134.94
EK202310232533,137.18
EK202310238139,140.75
EK202310107671,143.66
EK202310003635,140.78
EK202310160939,139.4
EK202310165138,143.04
EK202310177363,150.35
EK202310140380,144.57
EK202310127640,129.69
EK202310145483,137.95
EK202310144142,136.3
EK202310182466,145.69
EK202310134774,141.7
EK202310239504,146.47
EK202310179694,130.13
EK202310105818,140.1
EK202310206801,139.9
EK202310133427,139.95
EK202310172349,139.45
EK202310144166,147.21
EK202310118960,132.77
EK202310199115,144.8
EK202310213777,145.29
EK202310232118,133.76
EK202310204757,145.63
EK202310241858,145.12
EK202310204589,153.35
EK202310224131,139.31
EK202310160384,153.05
EK202310158733,140.72
EK202310139320,134.4
EK202310186373,150.98
EK202310207408,137.96
EK202310202032,138.7
EK202310191726,139.26
EK202310237659,149.79
EK202310202929,154.59
EK202310138221,138.64
EK202310213944,141.81
EK202310217592,138.22
EK202310156873,139.45
EK202310154026,137.39
EK202310227896,134.56
EK202310165724,151.81
EK202310160534,136.38
EK202310238733,145.52
EK202310187242,161.74
EK202310160829,139.3
EK202310160276,150.66
EK202310137939,133.67
EK202310200291,137.8
EK202310238138,138.74
EK202310217144,142.16
EK202310196491,142.2
EK202320006298,138.47
EK202310228178,138.9
EK202310138802,146.64
EK202310240713,137.39
EK202310175243,143.23
EK202310207967,126.57
EK202310107352,138.91
EK202310211309,136.8
EK202310131783,140.53
EK202310166826,155.09
EK202310112512,134.86
EK202310153955,144.4
EK202310223762,153.48
EK202310220803,145.79
EK202310191806,138.42
EK202310139794,142.67
EK202310004495,138.49
EK202310165321,143.03
EK202310152644,154.84
EK202310107844,145.76
EK202310224636,149.22
EK202310182912,146.37
EK202310227725,140.05
EK202310129401,140.49
EK202310132710,145.71
EK202310167591,145.01
EK202310209362,154.17
EK202310191553,148.54
EK202310191129,136.71
EK202310229273,138.8
EK202310177141,154.0
EK202310210987,133.9
EK202310246808,132.96
EK202310186424,141.91
EK202310243671,144.28
EK202310157978,132.62
EK202310141176,141.07
EK202310166632,153.67
EK202310188518,135.94
EK202310176726,154.04
EK202310232858,157.58
EK202310203103,139.78
EK202310172581,139.63
EK202310129669,139.11
EK202310149026,143.62
EK202310151271,135.27
EK202310164311,139.67
EK202310193156,148.25
EK202310183315,146.45
EK202310129742,167.58
EK202310244163,135.31
EK202310162820,139.45
EK202310158627,144.06
EK202310195793,135.15
EK202310243898,144.31
EK202310211036,137.63
EK202310231066,131.63
EK202310188792,143.11
EK202310181166,142.71
EK202310240476,135.26
EK202310197771,158.27
EK202310141037,145.19
EK202310204780,142.57
EK202310191058,150.88
EK202310173228,150.5
EK202310197491,146.15
EK202310156720,151.88
EK202310244219,136.99
EK202310119128,133.65
EK202310241327,158.63
EK202310152238,148.54
EK202310179839,140.86
EK202310238196,138.09
EK202310153091,163.91
EK202320006753,169.73
EK202310123570,142.83
EK202310163341,138.63
EK202310162440,148.59
EK202310151053,133.29
EK202310188188,147.66
EK202310127289,149.87
EK202310248374,137.38
EK202310167393,144.2
EK202310192930,136.99
EK202310113187,135.53
EK202310174516,143.91
EK202310187588,133.3
EK202320007750,140.09
EK202310189741,173.77
EK202310174859,142.01
EK202310195086,147.45
EK202310183873,162.02
EK202310171631,147.66
EK202310123283,123.58
EK202320006306,170.96
EK202310139834,129.25
EK202310239785,143.05
EK202310153276,143.6
EK202310180328,157.72
EK202310207645,150.08
EK202310130192,162.49
EK202310154977,145.51
EK202310139793,140.89
EK202310243107,137.72
EK202310209482,150.98
EK202310241115,129.59
EK202310214880,140.37
EK202310240253,134.0
EK202310226088,148.93
EK202320006633,160.12
EK202310245104,157.74
EK202310112870,140.91
EK202310161734,148.38
EK202310225927,135.46
EK202310145336,141.7
EK202310137212,135.41
EK202310190306,134.18
EK202310172851,155.34
EK202310231101,135.33
EK202310212990,129.67
EK202310122658,136.77
EK202310176278,143.82
EK202310200882,141.54
EK202310152325,137.54
EK202310151272,145.88
EK202310194215,158.41
EK202310185678,144.9
EK202310243281,144.06
EK202310120514,136.35
EK202310126433,140.17
EK202310122944,140.61
EK202310236394,131.35
EK202310218087,146.44
EK202310151593,161.36
EK202310110201,130.56
EK202310131708,140.49
EK202310111333,142.7
EK202310183969,147.42
EK202310161113,160.04
EK202310184302,141.78
EK202310152148,144.75
EK202310236146,135.85
EK202310229823,138.98
EK202310133950,159.67
EK202310176959,134.31
EK202310003859,143.28
EK202310185070,144.3
EK202310004826,140.19
EK202310192593,134.59
EK202310212457,134.28
EK202310133750,130.09
EK202320007484,152.26
EK202310190675,149.02
EK202310129882,150.13
EK202310216142,129.15
EK202310197446,152.72
EK202310243332,147.89
EK202310139113,152.81
EK202320007314,138.34
EK202310192244,147.32
EK202310209792,134.93
EK202310218921,144.67
EK202310128700,139.61
EK202310219548,132.51
EK202310230864,137.76
EK202310141941,147.73
EK202310206423,135.64
EK202310188250,138.34
EK202310180278,131.47
EK202310123620,140.35
EK202310180928,131.98
EK202310148298,136.7
EK202310124265,147.93
EK202310125883,149.31
EK202310128123,140.18
EK202310234185,130.59
EK202310141809,147.73
EK202310125724,142.05
EK202320006085,141.55
EK202310232099,144.4
EK202310193331,141.08
EK202310205400,150.39
EK202310160975,138.59
EK202310203863,148.21
EK202310126413,133.54
EK202310118450,144.11
EK202310133563,140.93
EK202310239448,127.9
EK202310114694,133.9
EK202310158288,155.21
EK202310122422,143.02
EK202310235320,139.33
EK202310201960,135.45
EK202310194645,150.68
EK202310214962,149.52
EK202310247868,153.99
EK202310126826,136.81
EK202310120690,141.86
EK202320006557,157.63
EK202310224482,135.07
EK202310188666,136.54
EK202310167967,157.84
EK202310240200,144.32
EK202310183867,142.12
EK202310195682,133.62
EK202310108034,151.81
EK202310143324,135.22
EK202310139977,157.14
EK202310134578,135.59
EK202310003485,136.5
EK202310127332,146.08
EK202310195959,142.0
EK202310173389,137.97
EK202310120326,135.95
EK202310228101,137.92
EK202310194577,142.08
EK202310230845,136.34
EK202310144430,142.76
EK202310155784,148.3
EK202310160254,148.94
EK202310118458,153.03
EK202310134107,150.66
EK202310247672,144.54
EK202310233715,139.29
EK202310192802,151.85
EK202310226073,135.52
EK202310112128,142.46
EK202310214142,155.59
EK202310205070,141.25
EK202310191656,136.84
EK202310108700,133.05
EK202310121333,143.04
EK202310153942,141.14
EK202310228151,139.93
EK202310185062,145.85
EK202310133213,160.38
EK202310242233,136.97
EK202310143796,135.71
EK202310202444,147.91
EK202310166800,147.36
EK202310191020,140.91
EK202310122069,134.46
EK202310221793,145.54
EK202310235848,144.01
EK202310205016,135.27
EK202310119021,153.92
EK202310222995,152.24
EK202310114479,132.96
EK202310182453,143.49
EK202310143133,135.16
EK202310175194,136.64
EK202310144671,132.43
EK202310245023,138.8
EK202310144979,140.38
EK202310235216,139.66
EK202310247586,136.53
EK202310105223,133.31
EK202310163741,164.86
EK202310141732,147.66
EK202310142505,147.38
EK202310131799,157.1
EK202310209090,145.42
EK202310159139,148.57
EK202310214093,143.98
EK202310199515,141.22
EK202310228095,134.9
EK202310173578,133.84
EK202310170010,146.22
EK202310164861,137.18
EK202310167580,135.87
EK202310225936,130.38
EK202310147008,143.06
EK202310187537,142.86
EK202310170479,147.06
EK202310238268,138.08
EK202310231268,141.15
EK202310167280,144.04
EK202310203266,134.89
EK202310179810,131.33
EK202310107445,149.15
EK202310107969,153.71
EK202310127481,136.72
EK202310180706,132.08
EK202310125230,142.48
EK202310127751,132.17
EK202310172588,150.4
EK202310202984,143.42
EK202310104212,134.25
EK202310106923,136.17
EK202310147971,146.79
EK202310243146,137.47
EK202310171023,145.01
EK202310109775,144.02
EK202310205700,144.47
EK202310143997,145.12
EK202310132126,129.59
EK202310127316,159.53
EK202310107147,138.88
EK202310151185,144.3
EK202310228200,134.43
EK202310117856,150.93
EK202320005717,141.78
EK202310129616,138.91
EK202310232791,138.54
EK202310243834,135.38
EK202310246208,148.27
EK202310160233,146.59
EK202310149219,147.55
EK202310108589,141.14
EK202310204725,138.9
EK202310243502,143.47
EK202310114320,125.42
EK202310202291,130.83
EK202310237771,142.26
EK202310216760,143.45
EK202310244222,148.25
