id,GLOBAL_SCORE
EK202310180007,129
EK202310199156,129
EK202310177234,130
EK202310226743,129
EK202310189141,129
EK202320006005,129
EK202310227823,129
EK202310174022,130
EK202310134374,129
EK202310200180,129
EK202310161433,129
EK202310121700,129
EK202310237451,129
EK202310192827,129
EK202310160428,129
EK202310205223,129
EK202310111659,129
EK202310218773,125
EK202310161247,129
EK202310109618,129
EK202310155619,129
EK202310135096,129
EK202310188704,129
EK202310198311,129
EK202310138345,129
EK202310187653,129
EK202310223676,129
EK202310165688,129
EK202310104779,129
EK202320007241,129
EK202310247012,129
EK202310115649,129
EK202310158687,129
EK202310139898,129
EK202310183012,129
EK202310189323,129
EK202310236084,129
EK202310187745,129
EK202310213754,129
EK202310207691,129
EK202310213360,129
EK202310134511,129
EK202310162421,129
EK202310137854,129
EK202310150901,129
EK202310114810,129
EK202310110564,129
EK202310188498,129
EK202310122137,129
EK202310234827,129
EK202310123845,129
EK202310117679,129
EK202310226733,129
EK202310146806,129
EK202310186532,129
EK202310198523,129
EK202310169242,129
EK202310189605,129
EK202310177460,129
EK202310156053,129
EK202310138997,129
EK202310231114,129
EK202310147763,129
EK202310119709,129
EK202310121129,129
EK202310137901,129
EK202310144077,129
EK202310110337,129
EK202310184408,129
EK202310215841,129
EK202310157214,129
EK202310193140,129
EK202310216105,129
EK202310246420,129
EK202310118424,129
EK202310144290,129
EK202310236171,129
EK202310161913,129
EK202310116195,129
EK202310140252,129
EK202310238025,129
EK202310146861,129
EK202310125756,129
EK202310211082,129
EK202310202590,129
EK202310212292,129
EK202310151188,129
EK202310186431,129
EK202310197054,129
EK202310229535,129
EK202310237693,129
EK202310127899,129
EK202310125513,129
EK202310143417,129
EK202310114922,129
EK202310185011,129
EK202310157380,129
EK202310242841,129
EK202310128764,129
EK202310160302,129
EK202310132265,129
EK202310142152,129
EK202310184138,129
EK202310218922,129
EK202310105732,129
EK202310202421,129
EK202310204745,138
EK202310231651,129
EK202310206373,129
EK202310231327,129
EK202310129440,129
EK202310229405,129
EK202310233561,129
EK202310141433,129
EK202310164651,129
EK202310201935,129
EK202310184574,129
EK202310223915,129
EK202310200908,129
EK202310128941,129
EK202310186952,130
EK202310193974,129
EK202310169879,129
EK202310172093,129
EK202310184529,129
EK202310230089,129
EK202310181118,129
EK202310204225,129
EK202310112100,130
EK202310222373,129
EK202310182126,129
EK202310169072,129
EK202310203100,129
EK202310228065,129
EK202310003374,129
EK202310231993,129
EK202310166999,129
EK202310113561,129
EK202310150384,129
EK202310204151,129
EK202310243179,129
EK202310229664,129
EK202310214850,129
EK202310203348,129
EK202310146725,129
EK202310134763,129
EK202310145729,130
EK202310246535,129
EK202310141577,129
EK202310216160,129
EK202310116782,129
EK202310211327,129
EK202310204090,129
EK202310175898,129
EK202310226259,129
EK202310151274,129
EK202310154215,129
EK202310174277,129
EK202320006496,129
EK202310141969,129
EK202320005622,129
EK202310157093,129
EK202310139909,129
EK202310209908,129
EK202310218730,129
EK202310229718,129
EK202310111615,129
EK202310138168,129
EK202310162118,129
EK202310164185,129
EK202310123341,129
EK202310154152,129
EK202310169662,129
EK202310195289,129
EK202310247758,129
EK202310223580,129
EK202310104690,129
EK202310234439,129
EK202310225052,129
EK202310139674,129
EK202310186662,129
EK202310198339,129
EK202310219978,129
EK202310205279,129
EK202310241147,129
EK202310225981,129
EK202310168112,129
EK202310226106,129
EK202310116095,129
EK202310114593,129
EK202310175636,129
EK202310117905,129
EK202310200614,129
EK202310137390,129
EK202310196458,129
EK202310212839,129
EK202310149449,129
EK202310172721,129
EK202310133382,129
EK202310171991,129
EK202310178147,129
EK202310210822,118
EK202310169958,129
EK202310216612,129
EK202310190351,129
EK202310128333,129
EK202310156052,129
EK202310207300,129
EK202310148098,129
EK202310236834,129
EK202310206502,129
EK202310232490,129
EK202310115920,129
EK202310155557,129
EK202310118792,129
EK202310213449,129
EK202310157956,129
EK202310202461,129
EK202310210080,129
EK202310123713,129
EK202310138636,129
EK202310197194,129
EK202310136131,129
EK202310194280,129
EK202310144073,129
EK202310196767,129
EK202310152659,129
EK202310119318,129
EK202310175079,129
EK202310246973,129
EK202310177069,129
EK202310228915,129
EK202310237967,129
EK202310004766,129
EK202310197580,129
EK202310163370,129
EK202310126258,129
EK202320006245,129
EK202310214455,129
EK202310225077,129
EK202310121345,129
EK202310118753,129
EK202310209148,129
EK202310235651,129
EK202310195584,129
EK202310131541,129
EK202310167958,129
EK202310232848,129
EK202310112373,129
EK202310247588,129
EK202310124781,129
EK202310187345,129
EK202310117200,129
EK202310103838,129
EK202310123310,129
EK202310193567,129
EK202310176987,129
EK202310217483,129
EK202310219653,129
EK202310189258,129
EK202310213235,129
EK202310148485,129
EK202310243846,129
EK202310157685,129
EK202310228217,130
EK202310167414,129
EK202310116553,129
EK202310154306,129
EK202310218246,129
EK202310214924,130
EK202310124301,129
EK202310132969,129
EK202310116665,129
EK202310126109,129
EK202310246626,129
EK202310165655,129
EK202310222900,129
EK202310183920,129
EK202310188655,129
EK202310140837,129
EK202310110105,129
EK202310166926,129
EK202310222571,129
EK202310130862,129
EK202310159918,129
EK202310191732,129
EK202310154430,129
EK202310209379,129
EK202310242826,129
EK202310127621,129
EK202310144269,129
EK202310168554,129
EK202310225096,129
EK202310004191,129
EK202310198832,129
EK202310166122,129
EK202310197812,129
EK202310173577,129
EK202310107780,129
EK202310200080,129
EK202310244832,129
EK202310153701,129
EK202310248897,129
EK202310238758,129
EK202310180956,129
EK202310133597,129
EK202310165926,129
EK202310113563,129
EK202310219177,129
EK202310215546,129
EK202310239803,129
EK202310170081,129
EK202310206625,129
EK202310104069,129
EK202310186393,129
EK202310173267,129
EK202310110426,129
EK202310164765,129
EK202310158220,129
EK202310168816,129
EK202310204071,129
EK202310157259,129
EK202310156843,129
EK202310223529,129
EK202310149961,129
EK202310108241,129
EK202310168245,129
EK202310191021,129
EK202310165776,129
EK202310172874,129
EK202310163779,129
EK202310188731,129
EK202310105850,129
EK202310129025,129
EK202310122251,129
EK202310233739,129
EK202310145467,129
EK202310125541,129
EK202310128736,129
EK202310157339,129
EK202310204674,129
EK202310199931,129
EK202310159776,129
EK202310233618,129
EK202310209554,129
EK202310147590,129
EK202310233558,129
EK202310141475,129
EK202310192184,129
EK202310121465,129
EK202310144674,129
EK202310225145,129
EK202310211862,129
EK202310218476,129
EK202310227106,129
EK202310184475,129
EK202310132027,129
EK202310134826,129
EK202310182784,129
EK202310236142,130
EK202310215997,129
EK202310218885,129
EK202310189497,129
EK202310242392,129
EK202310139831,129
EK202310159899,129
EK202320007536,129
EK202310205864,129
EK202310205412,129
EK202310178623,129
EK202310144137,129
EK202310156851,129
EK202310200692,129
EK202310221442,129
EK202310225402,129
EK202310128314,129
EK202310135585,129
EK202310230304,129
EK202310106564,129
EK202310195276,129
EK202310168561,129
EK202310238035,129
EK202310210412,129
EK202310193015,129
EK202310160429,129
EK202310203227,129
EK202310144260,129
EK202310231994,129
EK202310169556,129
EK202310112231,130
EK202310179305,129
EK202310111693,130
EK202310163778,129
EK202310197562,129
EK202310147780,129
EK202310165497,129
EK202310191527,129
EK202310106149,174
EK202310179787,129
EK202310247018,129
EK202310177578,129
EK202310138872,129
EK202310204378,129
EK202310146296,129
EK202310110160,129
EK202310179095,129
EK202310220481,161
EK202310227227,129
EK202310234336,129
EK202310145809,129
EK202310209306,129
EK202310225649,129
EK202310226704,129
EK202310157072,129
EK202310121530,129
EK202310165600,129
EK202310197233,129
EK202310184332,129
EK202310143743,129
EK202310154640,129
EK202310158286,129
EK202310123880,129
EK202310182423,129
EK202310124053,129
EK202310206144,129
EK202310140890,129
EK202310127015,129
EK202310134941,129
EK202310119304,129
EK202310212796,129
EK202310108377,129
EK202310174180,129
EK202310239157,129
EK202310216632,129
EK202310172285,129
EK202310150279,129
EK202310186491,129
EK202310197932,129
EK202310120172,129
EK202310216664,129
EK202320006884,129
EK202310178918,129
EK202310144935,129
EK202310141510,129
EK202310216762,129
EK202310106406,129
EK202310111996,129
EK202310208681,129
EK202310226247,129
EK202310113253,129
EK202310122999,129
EK202310155079,129
EK202310160222,129
EK202310210742,129
EK202310156801,129
EK202310159360,129
EK202310180024,129
EK202310213928,129
EK202310152334,129
EK202310245937,129
EK202310164808,129
EK202310146870,129
EK202310163950,129
EK202310195716,129
EK202310150305,129
EK202310229713,129
EK202310188916,129
EK202310121395,129
EK202310160376,129
EK202310244651,129
EK202310150169,129
EK202310110958,129
EK202310143966,129
EK202310221741,130
EK202310187012,129
EK202310193822,129
EK202310172094,129
EK202310178633,129
EK202310117674,129
EK202310133805,129
EK202310180948,129
EK202310203849,129
EK202310149491,129
EK202310216830,129
EK202310229432,129
EK202310109652,129
EK202310181925,129
EK202310196245,129
EK202310248098,129
EK202310183221,129
EK202310196195,129
EK202310197137,129
EK202310110247,129
EK202310144126,129
EK202310156911,129
EK202310224215,129
EK202310236337,129
EK202310188431,129
EK202310137114,129
EK202310115030,129
EK202310117460,129
EK202310162361,129
EK202310130281,129
EK202310148428,129
EK202310163311,129
EK202310145526,129
EK202310235374,129
EK202310156223,129
EK202310151269,129
EK202310150741,129
EK202310225372,129
EK202310133344,129
EK202310127071,129
EK202310152237,129
EK202310244229,129
EK202310167190,129
EK202310154488,129
EK202310211108,129
EK202310114416,129
EK202310222978,129
EK202310187337,129
EK202310195712,129
EK202310176238,129
EK202310204719,129
EK202310184298,129
EK202310215525,129
EK202310154861,138
EK202310200739,129
EK202310242424,129
EK202310247300,129
EK202310116475,129
EK202310225458,129
EK202310126918,129
EK202310185579,129
EK202310241455,129
EK202310209465,129
EK202310142842,129
EK202310185122,129
EK202310223530,129
EK202310188514,129
EK202310171731,129
EK202310130376,129
EK202310222189,129
EK202310106430,129
EK202310127369,129
EK202310236443,129
EK202310182405,129
EK202310210187,129
EK202310116888,129
EK202310173132,130
EK202310108743,129
EK202310125006,129
EK202310213574,129
EK202310165356,129
EK202310149418,129
EK202310198882,129
EK202310231320,129
EK202310205653,129
EK202310198599,129
EK202310199963,129
EK202310173699,129
EK202310245726,125
EK202320006040,129
EK202310154743,129
EK202310188160,129
EK202310214367,129
EK202310103702,129
EK202310127965,129
EK202310203245,129
EK202310139888,129
EK202310108972,129
EK202310004612,129
EK202310143552,129
EK202310120024,129
EK202310221518,129
EK202310180966,129
EK202310193489,129
EK202310117005,129
EK202310213271,129
EK202310120394,130
EK202310183259,129
EK202310125697,129
EK202310110553,129
EK202310150138,130
EK202310169349,129
EK202310224959,129
EK202310003872,129
EK202310189922,129
EK202310196746,129
EK202310189397,129
EK202310154076,129
EK202310003409,129
EK202310132461,129
EK202310114430,129
EK202310207939,129
EK202310219274,129
EK202310226342,129
EK202310127397,129
EK202310237125,129
EK202310214068,129
EK202310184942,129
EK202310113334,129
EK202310121808,129
EK202310134472,129
EK202310213189,129
EK202310200986,129
EK202310183319,129
EK202310138451,129
EK202310134480,129
EK202310248001,129
EK202310215511,129
EK202310148692,129
EK202310003356,129
EK202310186363,129
EK202310117649,129
EK202310107222,129
EK202310140103,129
EK202310162055,129
EK202310160543,129
EK202310104526,129
EK202310111072,129
EK202310144115,129
EK202310227753,129
EK202310168401,129
EK202310225278,129
EK202310121727,129
EK202310209068,129
EK202310117324,129
EK202310119649,129
EK202310154151,129
EK202310235668,129
EK202310197052,129
EK202310133218,129
EK202310228623,129
EK202310236771,129
EK202320007756,129
EK202310123680,129
EK202310153796,129
EK202310184256,129
EK202310189360,129
EK202310169170,129
EK202310238568,129
EK202310147463,129
EK202310246348,129
EK202310146645,129
EK202310112043,129
EK202310126693,129
EK202310105633,129
EK202310108187,129
EK202310142659,129
EK202310154109,129
EK202310187961,129
EK202310138151,129
EK202310145768,129
EK202310204437,129
EK202310234444,129
EK202310146920,129
EK202310191972,129
EK202310135664,129
EK202310136647,129
EK202310149136,129
EK202310004755,129
EK202310003806,129
EK202320005862,129
EK202310238222,129
EK202310165638,129
EK202310195278,129
EK202310191050,129
EK202310165081,129
EK202310141108,129
EK202310225501,129
EK202310190006,129
EK202310232901,129
EK202310183145,129
EK202310133834,129
EK202310111865,129
EK202310233162,129
EK202310144096,129
EK202310241460,129
EK202310148061,129
EK202310123096,129
EK202310168745,129
EK202310232533,129
EK202310238139,129
EK202310107671,129
EK202310003635,129
EK202310160939,129
EK202310165138,129
EK202310177363,129
EK202310140380,129
EK202310127640,129
EK202310145483,129
EK202310144142,129
EK202310182466,129
EK202310134774,129
EK202310239504,129
EK202310179694,129
EK202310105818,129
EK202310206801,129
EK202310133427,129
EK202310172349,129
EK202310144166,129
EK202310118960,138
EK202310199115,129
EK202310213777,129
EK202310232118,129
EK202310204757,129
EK202310241858,129
EK202310204589,129
EK202310224131,129
EK202310160384,129
EK202310158733,129
EK202310139320,129
EK202310186373,129
EK202310207408,129
EK202310202032,129
EK202310191726,129
EK202310237659,129
EK202310202929,129
EK202310138221,129
EK202310213944,129
EK202310217592,129
EK202310156873,129
EK202310154026,129
EK202310227896,129
EK202310165724,129
EK202310160534,129
EK202310238733,129
EK202310187242,129
EK202310160829,129
EK202310160276,129
EK202310137939,129
EK202310200291,129
EK202310238138,129
EK202310217144,129
EK202310196491,129
EK202320006298,129
EK202310228178,129
EK202310138802,129
EK202310240713,129
EK202310175243,129
EK202310207967,129
EK202310107352,129
EK202310211309,129
EK202310131783,129
EK202310166826,129
EK202310112512,129
EK202310153955,129
EK202310223762,129
EK202310220803,129
EK202310191806,129
EK202310139794,129
EK202310004495,129
EK202310165321,129
EK202310152644,129
EK202310107844,129
EK202310224636,129
EK202310182912,129
EK202310227725,129
EK202310129401,129
EK202310132710,129
EK202310167591,129
EK202310209362,129
EK202310191553,129
EK202310191129,129
EK202310229273,129
EK202310177141,129
EK202310210987,129
EK202310246808,129
EK202310186424,129
EK202310243671,129
EK202310157978,129
EK202310141176,129
EK202310166632,129
EK202310188518,129
EK202310176726,129
EK202310232858,129
EK202310203103,129
EK202310172581,129
EK202310129669,129
EK202310149026,129
EK202310151271,129
EK202310164311,129
EK202310193156,129
EK202310183315,129
EK202310129742,129
EK202310244163,129
EK202310162820,129
EK202310158627,129
EK202310195793,129
EK202310243898,129
EK202310211036,129
EK202310231066,129
EK202310188792,129
EK202310181166,129
EK202310240476,129
EK202310197771,129
EK202310141037,129
EK202310204780,129
EK202310191058,129
EK202310173228,129
EK202310197491,129
EK202310156720,129
EK202310244219,129
EK202310119128,129
EK202310241327,129
EK202310152238,129
EK202310179839,129
EK202310238196,129
EK202310153091,129
EK202320006753,129
EK202310123570,129
EK202310163341,129
EK202310162440,129
EK202310151053,129
EK202310188188,129
EK202310127289,129
EK202310248374,129
EK202310167393,129
EK202310192930,129
EK202310113187,129
EK202310174516,129
EK202310187588,129
EK202320007750,129
EK202310189741,129
EK202310174859,129
EK202310195086,129
EK202310183873,129
EK202310171631,129
EK202310123283,129
EK202320006306,129
EK202310139834,129
EK202310239785,129
EK202310153276,129
EK202310180328,129
EK202310207645,129
EK202310130192,129
EK202310154977,129
EK202310139793,129
EK202310243107,129
EK202310209482,129
EK202310241115,129
EK202310214880,129
EK202310240253,129
EK202310226088,129
EK202320006633,129
EK202310245104,129
EK202310112870,129
EK202310161734,129
EK202310225927,131
EK202310145336,129
EK202310137212,129
EK202310190306,129
EK202310172851,129
EK202310231101,129
EK202310212990,129
EK202310122658,129
EK202310176278,129
EK202310200882,129
EK202310152325,129
EK202310151272,129
EK202310194215,129
EK202310185678,129
EK202310243281,129
EK202310120514,129
EK202310126433,129
EK202310122944,129
EK202310236394,129
EK202310218087,129
EK202310151593,129
EK202310110201,129
EK202310131708,129
EK202310111333,129
EK202310183969,129
EK202310161113,129
EK202310184302,129
EK202310152148,129
EK202310236146,129
EK202310229823,129
EK202310133950,129
EK202310176959,129
EK202310003859,129
EK202310185070,129
EK202310004826,129
EK202310192593,129
EK202310212457,129
EK202310133750,129
EK202320007484,129
EK202310190675,129
EK202310129882,129
EK202310216142,129
EK202310197446,129
EK202310243332,129
EK202310139113,129
EK202320007314,129
EK202310192244,129
EK202310209792,129
EK202310218921,129
EK202310128700,129
EK202310219548,129
EK202310230864,129
EK202310141941,129
EK202310206423,129
EK202310188250,129
EK202310180278,129
EK202310123620,129
EK202310180928,138
EK202310148298,129
EK202310124265,129
EK202310125883,129
EK202310128123,129
EK202310234185,129
EK202310141809,129
EK202310125724,129
EK202320006085,129
EK202310232099,129
EK202310193331,129
EK202310205400,129
EK202310160975,129
EK202310203863,129
EK202310126413,129
EK202310118450,129
EK202310133563,129
EK202310239448,129
EK202310114694,129
EK202310158288,129
EK202310122422,129
EK202310235320,129
EK202310201960,129
EK202310194645,129
EK202310214962,129
EK202310247868,129
EK202310126826,129
EK202310120690,129
EK202320006557,129
EK202310224482,129
EK202310188666,129
EK202310167967,129
EK202310240200,129
EK202310183867,129
EK202310195682,129
EK202310108034,129
EK202310143324,129
EK202310139977,129
EK202310134578,129
EK202310003485,129
EK202310127332,129
EK202310195959,129
EK202310173389,129
EK202310120326,129
EK202310228101,129
EK202310194577,129
EK202310230845,129
EK202310144430,129
EK202310155784,129
EK202310160254,129
EK202310118458,129
EK202310134107,129
EK202310247672,129
EK202310233715,129
EK202310192802,129
EK202310226073,129
EK202310112128,129
EK202310214142,129
EK202310205070,129
EK202310191656,129
EK202310108700,129
EK202310121333,129
EK202310153942,129
EK202310228151,129
EK202310185062,129
EK202310133213,129
EK202310242233,129
EK202310143796,129
EK202310202444,129
EK202310166800,129
EK202310191020,129
EK202310122069,129
EK202310221793,129
EK202310235848,129
EK202310205016,129
EK202310119021,129
EK202310222995,129
EK202310114479,129
EK202310182453,129
EK202310143133,129
EK202310175194,129
EK202310144671,129
EK202310245023,129
EK202310144979,129
EK202310235216,129
EK202310247586,129
EK202310105223,129
EK202310163741,130
EK202310141732,129
EK202310142505,129
EK202310131799,129
EK202310209090,129
EK202310159139,129
EK202310214093,129
EK202310199515,129
EK202310228095,129
EK202310173578,129
EK202310170010,129
EK202310164861,129
EK202310167580,129
EK202310225936,129
EK202310147008,129
EK202310187537,129
EK202310170479,129
EK202310238268,129
EK202310231268,129
EK202310167280,129
EK202310203266,129
EK202310179810,129
EK202310107445,129
EK202310107969,129
EK202310127481,129
EK202310180706,129
EK202310125230,129
EK202310127751,129
EK202310172588,129
EK202310202984,129
EK202310104212,129
EK202310106923,129
EK202310147971,129
EK202310243146,129
EK202310171023,129
EK202310109775,129
EK202310205700,129
EK202310143997,129
EK202310132126,129
EK202310127316,129
EK202310107147,129
EK202310151185,129
EK202310228200,129
EK202310117856,129
EK202320005717,129
EK202310129616,129
EK202310232791,129
EK202310243834,129
EK202310246208,129
EK202310160233,129
EK202310149219,129
EK202310108589,129
EK202310204725,129
EK202310243502,129
EK202310114320,129
EK202310202291,129
EK202310237771,129
EK202310216760,129
EK202310244222,129
EK202310113733,129
EK202310138119,129
EK202310219085,129
EK202310153944,129
EK202310161644,129
EK202310204382,129
EK202310229663,129
EK202310156198,129
EK202310148211,129
EK202310152274,129
EK202310197042,129
EK202310163556,129
EK202310197960,129
EK202310232731,129
EK202310147947,129
EK202310144176,129
EK202310237272,129
EK202310195596,129
EK202310231682,129
EK202310114178,129
EK202310165798,129
EK202310177163,129
EK202310161995,129
EK202310130803,131
EK202310225601,141
EK202310139718,129
EK202310146622,129
EK202310113181,129
EK202310179401,129
EK202310202908,129
EK202310171925,129
EK202310136543,129
EK202310119266,129
EK202310144770,129
EK202310217594,129
EK202310224918,129
EK202310116728,129
EK202310136368,129
EK202310242872,129
EK202310226098,129
EK202310243029,129
EK202310234838,129
EK202310103797,129
EK202310159666,129
EK202310234494,129
EK202310134806,129
EK202310191437,129
EK202310125110,129
EK202310217366,129
EK202310191101,129
EK202310179382,129
EK202310137469,129
EK202310137658,129
EK202310134629,129
EK202310104525,129
EK202310151444,129
EK202310237636,129
EK202310143439,118
EK202310149845,129
EK202310128851,129
EK202310237330,129
EK202310117295,129
EK202310243270,129
EK202310187106,129
EK202310137652,129
EK202310217947,129
EK202310215368,130
EK202310113202,129
EK202310122109,129
EK202310121040,129
EK202310226711,129
EK202310132709,129
EK202310169984,129
EK202310198212,129
EK202310158003,129
EK202310214974,129
EK202310134360,129
EK202310178688,129
EK202310171682,129
EK202310103768,129
EK202310209555,129
EK202310151086,129
EK202310201836,129
EK202310174895,129
EK202310138537,129
EK202310111581,129
EK202310219638,129
EK202310154214,129
EK202310200463,129
EK202310172356,129
EK202310164996,129
EK202310140375,129
EK202310216009,129
EK202310113207,129
EK202310132100,129
EK202310126863,129
EK202310146868,129
EK202310108177,129
EK202310166280,130
EK202310182008,129
EK202310162197,129
EK202310147752,129
EK202310003947,129
EK202310176472,129
EK202310234387,129
EK202310170022,129
EK202310171056,129
EK202310180973,129
EK202310166464,129
EK202310123184,129
EK202310192128,129
EK202310207232,129
EK202310133397,129
EK202310113037,129
EK202320007617,129
EK202310128691,129
EK202310234443,129
EK202310163599,129
EK202310124529,129
EK202310195861,129
EK202310004652,129
EK202310128598,129
EK202310219754,129
EK202310153907,129
EK202310210564,129
EK202310119285,129
EK202310236273,138
EK202310205597,129
EK202310232930,129
EK202310191886,129
EK202310236382,129
EK202310174764,129
EK202310105490,129
EK202310177012,129
EK202310128378,129
EK202310165398,129
EK202310142395,129
EK202310220861,129
EK202310209523,129
EK202310122997,129
EK202310205282,129
EK202310131435,129
EK202310203906,129
EK202310236413,129
EK202310156951,129
EK202310106622,129
EK202310189975,129
EK202310225784,129
EK202310219294,129
EK202310105442,129
EK202310132208,129
EK202310105616,129
EK202310174736,125
EK202310196913,129
EK202310137961,129
EK202310176163,129
EK202310110032,129
EK202310157504,129
EK202310233635,129
EK202310248436,129
EK202310202168,129
EK202310155766,129
EK202310139190,129
EK202310178893,129
EK202310194060,129
EK202310118567,129
EK202310127903,129
EK202310236053,129
EK202310156969,129
EK202310113094,129
EK202310117682,129
EK202310175150,129
EK202310190181,129
EK202310144477,129
EK202310167953,129
EK202310123207,129
EK202310211120,129
EK202310158476,129
EK202310245986,129
EK202310141979,129
EK202310210627,129
EK202310131358,129
EK202310108863,129
EK202310106507,129
EK202310219636,129
EK202310206075,129
EK202310164374,129
EK202310247640,129
EK202310128033,129
EK202310202213,129
EK202320007199,129
EK202310148351,129
EK202310167191,129
EK202310191728,129
EK202310200275,129
EK202310240207,129
EK202310169132,129
EK202310144609,129
EK202310198534,129
EK202310117322,129
EK202310111311,129
EK202310132198,129
EK202310123213,129
EK202310175579,129
EK202310179611,130
EK202310162505,129
EK202310192578,129
EK202310106746,129
EK202310131965,129
EK202310193615,129
EK202310196394,129
EK202310219201,129
EK202310223123,129
EK202310193426,129
EK202310118739,130
EK202310106117,129
EK202310104981,129
EK202310210450,129
EK202310174407,129
EK202310104567,129
EK202310127432,129
EK202320005737,129
EK202310191941,129
EK202310153855,129
EK202310207694,129
EK202310227244,129
EK202310153520,129
EK202310160923,129
EK202310105321,129
EK202310134289,129
EK202310221860,129
EK202310127051,129
EK202310004011,129
EK202310106438,129
EK202310223885,129
EK202310147175,129
EK202310172305,129
EK202310233355,129
EK202310175639,129
EK202310119187,129
EK202310208266,129
EK202310218780,129
EK202310208314,129
EK202310231800,129
EK202310128055,129
EK202310239898,129
EK202310216957,129
EK202310209441,129
EK202310123208,129
EK202310209923,129
EK202310133751,129
EK202310245312,129
EK202310115764,129
EK202310207764,129
EK202310240599,129
EK202310147315,129
EK202310131500,129
EK202310176669,129
EK202310123945,129
EK202310209731,129
EK202310144605,129
EK202310122549,129
EK202310145497,129
EK202310140293,129
EK202310139650,129
EK202310157829,129
EK202310106995,129
EK202310124413,129
EK202310214088,129
EK202310164191,129
EK202310226197,129
EK202310004226,129
EK202310108441,129
EK202310135386,129
EK202310129306,130
EK202310235944,129
EK202310247944,129
EK202310165677,129
EK202310199534,129
EK202310126380,129
EK202310154011,129
EK202310132506,129
