id,GLOBAL_SCORE
EK202310116298,-27710869000081.4
EK202310156281,26971180951801.33
EK202310164483,32359840444993.65
EK202310108212,-96500045581882.84
EK202310233950,-5494001572138.433
EK202310157041,-55483147409887.336
EK202310104522,32297331075916.336
EK202310175972,58408579450332.06
EK202310225965,25464686355361.703
EK202310138403,79995803559764.45
EK202310234452,-9545359300532.896
EK202310104614,19117009423865.242
EK202310117970,-17388019844259.547
EK202310128727,33122443686981.42
EK202310190230,2323792434511.0337
EK202310201465,-30390923232493.484
EK202310197534,41289912811628.26
EK202310171846,-37316761904184.32
EK202310193751,-24490118614636.688
EK202310242967,13574501471389.63
EK202310112852,27062619016108.492
EK202310132804,58267542064088.18
EK202310127612,-66895733744890.09
EK202310136082,904991548283.9109
EK202310186665,22303811169799.086
EK202310156519,-9731862177934.605
EK202310108430,29944444415024.703
EK202310164930,16210492425551.12
EK202310153971,12897273711850.697
EK202310129412,-31215016571855.305
EK202310124383,-11887124120747.559
EK202310215858,31301066478503.42
EK202310104131,43799876715614.73
EK202310185040,-37272175623112.25
EK202310119251,43501319789139.04
EK202310191724,41349780592789.63
EK202310149922,-26011835532950.375
EK202310176193,-5952996389025.2705
EK202310204311,54187565372112.77
EK202310248324,44280729531438.82
EK202310120496,3604507161860.1587
EK202310233548,-17300572247063.076
EK202310219178,11776629218308.176
EK202310114723,-36227781226315.914
EK202310185832,23064383455700.156
EK202310106587,49615969118110.1
EK202310239252,-41752405324719.51
EK202310208710,276910753811.59644
EK202310244056,-27058446015204.33
EK202310223702,-97074635547945.39
EK202310236969,-174485970354120.12
EK202310196070,47969257081598.914
EK202310227710,1104287534324.7527
EK202310119702,-113593358994882.69
EK202310143351,20869703940885.445
EK202310144967,47049501549149.26
EK202310207097,54239305916677.32
EK202310193281,694440108394.9539
EK202310223068,49328015936262.54
EK202310158743,27663750086193.812
EK202310142353,-68030495257610.086
EK202310154024,49237483206352.086
EK202310136326,5403659697805.222
EK202320006526,-105972501931851.88
EK202310240160,7383087238737.591
EK202310230270,7930929505553.034
EK202310209591,22618583766356.65
EK202310201937,-22587508473526.844
EK202310138686,18507696179522.168
EK202310125946,68517707601431.305
EK202310112949,48739441380330.38
EK202310128660,40321738296395.04
EK202310223565,51029451988878.21
EK202310155372,42161264011544.836
EK202310229467,12985330493105.773
EK202310232289,41195833046480.45
EK202310142439,33749550252854.523
EK202310128595,-31783258480695.074
EK202310228661,26187194327383.688
EK202310220811,-80123810098079.16
EK202310104677,22018044509692.96
EK202310108708,54669256798895.1
EK202310235044,-53251259308186.24
EK202310141363,19917435219234.75
EK202310174855,11665114240366.293
EK202310154755,-66682349050644.19
EK202310157326,11782769053590.99
EK202310228659,79611819501655.84
EK202310215026,53249771089175.98
EK202310177129,-22358971472268.96
EK202310178830,-149215282909473.78
EK202310222959,-8553602711447.106
EK202320007347,-196677028462914.12
EK202310153807,39213135420556.336
EK202310165563,30161623670166.477
EK202310240070,20695621708901.574
EK202310171642,-27877779860942.656
EK202310221419,-7305308136766.61
EK202310210258,44507408960970.98
EK202310108225,106052027488596.95
EK202310156515,-1276466089025.7317
EK202320006021,-86517165271643.45
EK202310214746,46617679528823.51
EK202310166648,608008166937.1472
EK202310243041,-17849014835210.734
EK202310227731,-114752102472543.22
EK202310118513,-49613866840271.73
EK202310240129,41114789719099.26
EK202310140813,40098155713404.82
EK202310181628,41467899104404.695
EK202310126085,-78714269723014.75
EK202310246101,8042842145823.005
EK202310113312,-170041676184723.38
EK202310217968,34503217035029.9
EK202310213114,-80573199149367.75
EK202310219800,63224378504866.695
EK202310184495,5995208167533.512
EK202310119316,-30911949006950.883
EK202310180007,-14038775205838.334
EK202310199156,-52714680416855.15
EK202310177234,56671624443362.46
EK202310226743,61622408430883.695
EK202310189141,-41693156137485.93
EK202320006005,-159721317342019.0
EK202310227823,-8406475076863.218
EK202310174022,33155451714713.984
EK202310134374,77436676440246.84
EK202310200180,-148868970653116.7
EK202310161433,37539598276548.14
EK202310121700,36025557328472.2
EK202310237451,-20903615232409.25
EK202310192827,38638701646405.77
EK202310160428,8215071714396.812
EK202310205223,7276003037440.032
EK202310111659,8086846060349.702
EK202310218773,42573619486077.42
EK202310161247,83356339894415.19
EK202310109618,-30182392571468.92
EK202310155619,-20253068239113.234
EK202310135096,-69815169947702.55
EK202310188704,-39237945831644.35
EK202310198311,53086952877624.64
EK202310138345,-27366055867419.023
EK202310187653,-31868703814990.113
EK202310223676,-35288332952190.49
EK202310165688,-9543019922930.688
EK202310104779,18354297266053.85
EK202320007241,-88315056109090.81
EK202310247012,-4390550186256.849
EK202310115649,-94298086458211.58
EK202310158687,60496836775709.77
EK202310139898,20292880550066.086
EK202310183012,26962092790305.758
EK202310189323,51107627560311.055
EK202310236084,-37376424157787.79
EK202310187745,-5439039752062.599
EK202310213754,-22105394516665.64
EK202310207691,69304422539842.555
EK202310213360,-3904619363950.7925
EK202310134511,-60230138343552.73
EK202310162421,-32797677066315.305
EK202310137854,1701315162236.6355
EK202310150901,37140902341943.3
EK202310114810,21318459180028.156
EK202310110564,-78967274218505.89
EK202310188498,-191487192417947.6
EK202310122137,-40189045711584.1
EK202310234827,51537759890000.85
EK202310123845,41230744306750.04
EK202310117679,3430234662064.0767
EK202310226733,770183800641.1628
EK202310146806,43535400021699.98
EK202310186532,-50943883629761.77
EK202310198523,2371401490793.887
EK202310169242,-59841924476976.26
EK202310189605,18978433033668.836
EK202310177460,8661976934855.067
EK202310156053,7309776492967.054
EK202310138997,-6960464076286.582
EK202310231114,-302543803344.845
EK202310147763,-5091621275485.794
EK202310119709,77114876989413.58
EK202310121129,24715837422209.746
EK202310137901,-24012169862566.742
EK202310144077,58862993490425.77
EK202310110337,-34618328635357.742
EK202310184408,-17347603087827.125
EK202310215841,-137808372774928.98
EK202310157214,6496658584743.155
EK202310193140,-30139465594003.805
EK202310216105,58006127516279.37
EK202310246420,-6834575466274.763
EK202310118424,-36553722707079.586
EK202310144290,-2105363442189.1243
EK202310236171,-92058065369632.95
EK202310161913,-8784431873596.481
EK202310116195,17943398102416.945
EK202310140252,25956023606993.812
EK202310238025,26468500427860.508
EK202310146861,30116653100523.36
EK202310125756,-71269727205293.69
EK202310211082,3366980884101.8247
EK202310202590,-17676673586519.64
EK202310212292,11225280613907.594
EK202310151188,45276211496122.1
EK202310186431,32637607836222.65
EK202310197054,22726961146491.156
EK202310229535,-47166629418733.73
EK202310237693,-60637469979805.15
EK202310127899,24354783559943.74
EK202310125513,-28947218997019.914
EK202310143417,-49695647582240.71
EK202310114922,21526576304053.043
EK202310185011,-6351471542521.683
EK202310157380,63878243622436.12
EK202310242841,3685141897439.641
EK202310128764,-22471227480089.297
EK202310160302,-10354299757935.2
EK202310132265,-28665283888023.93
EK202310142152,-11217572199003.762
EK202310184138,41989792929469.99
EK202310218922,-183120360968.42117
EK202310105732,-15449416147628.488
EK202310202421,-100801514717372.4
EK202310204745,-34333113071203.543
EK202310231651,-10683828448353.336
EK202310206373,70136981388035.71
EK202310231327,16780803449840.986
EK202310129440,-13053511623714.582
EK202310229405,45861411360119.73
EK202310233561,8288940779140.565
EK202310141433,51765474938083.18
EK202310164651,44992891420078.82
EK202310201935,14502686215263.596
EK202310184574,-22902888951354.195
EK202310223915,16887969418323.844
EK202310200908,18433768897840.156
EK202310128941,44711266325200.555
EK202310186952,9489816319332.727
EK202310193974,-13205702132132.225
EK202310169879,16784194909604.787
EK202310172093,-12446644771566.508
EK202310184529,-37097086347279.01
EK202310230089,-11130550362033.262
EK202310181118,42888646805336.67
EK202310204225,18955413405933.14
EK202310112100,-67245529457743.35
EK202310222373,52110533635338.23
EK202310182126,63366770133778.16
EK202310169072,-31131144939443.83
EK202310203100,25987925778591.516
EK202310228065,65737728832436.414
EK202310003374,-124859543390681.86
EK202310231993,61222791019956.15
EK202310166999,-38305043064660.9
EK202310113561,43094406485363.586
EK202310150384,-9030063089223.865
EK202310204151,27697872620009.4
EK202310243179,58642266354467.695
EK202310229664,36807636046275.13
EK202310214850,37955150557253.92
EK202310203348,30310247425105.88
EK202310146725,-1061636072924.1809
EK202310134763,-53116044751324.62
EK202310145729,29204057364345.49
EK202310246535,5684866783917.319
EK202310141577,-54560873152313.38
EK202310216160,-50592045827076.74
EK202310116782,-109391645325032.42
EK202310211327,50665133553831.52
EK202310204090,47314616579276.57
EK202310175898,23058093077585.203
EK202310226259,9661724050689.39
EK202310151274,15967487401077.158
EK202310154215,17692629060441.31
EK202310174277,-702697127140.8508
EK202320006496,-113898312317021.45
EK202310141969,47769648184353.086
EK202320005622,-134526676595153.45
EK202310157093,-19391855025125.85
EK202310139909,-45442859222750.73
EK202310209908,-1270987848328.0813
EK202310218730,-56914515106951.77
EK202310229718,-75061243532201.95
EK202310111615,13705617100788.482
EK202310138168,52077901374044.4
EK202310162118,43306650133586.48
EK202310164185,-89669057678274.17
EK202310123341,-52742219241877.54
EK202310154152,-43808270477832.13
EK202310169662,8053126459567.501
EK202310195289,36375495387449.34
EK202310247758,59015893851255.46
EK202310223580,-40059884060970.29
EK202310104690,-46577127364588.35
EK202310234439,-7612921233366.589
EK202310225052,57825936086014.19
EK202310139674,52571169093986.73
EK202310186662,-6594437757159.954
EK202310198339,-72526965733281.14
EK202310219978,13539041138795.266
EK202310205279,-61375771481214.46
EK202310241147,13751728031369.44
EK202310225981,52927779171966.9
EK202310168112,50158218809141.26
EK202310226106,21608766433741.773
EK202310116095,-114645861731755.34
EK202310114593,-55298549946771.98
EK202310175636,50459351871846.164
EK202310117905,70229694526816.71
EK202310200614,22960882805152.188
EK202310137390,19169467645523.79
EK202310196458,16404613106950.693
EK202310212839,13530617585465.893
EK202310149449,65746222550405.445
EK202310172721,29472167281336.96
EK202310133382,-27190753139537.227
EK202310171991,10995741602963.37
EK202310178147,20320591514827.72
EK202310210822,-100226575215009.5
EK202310169958,2132949988476.7253
EK202310216612,6768138959171.863
EK202310190351,1330707318346.0496
EK202310128333,61179367638801.67
EK202310156052,54240522338525.32
EK202310207300,-7072689480522.716
EK202310148098,9645029703024.662
EK202310236834,28047170954400.516
EK202310206502,49126926836297.414
EK202310232490,31878479749252.96
EK202310115920,-25407241392600.258
EK202310155557,58238292652756.24
EK202310118792,-89490492406482.03
EK202310213449,37120845140216.58
EK202310157956,-33210690167699.71
EK202310202461,-1581312152053.5813
EK202310210080,10031443866320.568
EK202310123713,51225762894472.35
EK202310138636,54567402007792.82
EK202310197194,7484944384052.825
EK202310136131,46558622678366.33
EK202310194280,-86023424031330.53
EK202310144073,18651792081794.562
EK202310196767,50212240274461.62
EK202310152659,28120419897961.555
EK202310119318,9266439854187.059
EK202310175079,-48295647007170.24
EK202310246973,4292360244483.487
EK202310177069,36238504524248.4
EK202310228915,-10418940072133.95
EK202310237967,45443958732881.26
EK202310004766,82831125927655.67
EK202310197580,21087843864468.08
EK202310163370,75244803577442.4
EK202310126258,-33747468171491.023
EK202320006245,-112354508123802.8
EK202310214455,-140549953612137.84
EK202310225077,78670746344849.72
EK202310121345,-19474594131937.93
EK202310118753,-85259295447544.17
EK202310209148,-16614170860257.016
EK202310235651,-97778163172132.52
EK202310195584,-9938069969623.584
EK202310131541,-18119202428871.688
EK202310167958,-819965668915.8645
EK202310232848,-19044145525355.15
EK202310112373,-46135122220071.23
EK202310247588,43557294602020.43
EK202310124781,15490859442597.326
EK202310187345,73697651721740.98
EK202310117200,-43767060858910.18
EK202310103838,-690519385581.968
EK202310123310,42176944902035.53
EK202310193567,41865229923587.18
EK202310176987,18517118448541.336
EK202310217483,-26823277145574.008
EK202310219653,-93876138836698.06
EK202310189258,6754879966435.485
EK202310213235,-17584735517863.523
EK202310148485,9714704091662.521
EK202310243846,-26048735705972.812
EK202310157685,-20046015899882.805
EK202310228217,43004486335822.01
EK202310167414,47992580911036.99
EK202310116553,9536643416914.33
EK202310154306,-30743733829696.71
EK202310218246,26760051253466.242
EK202310214924,78039629340384.28
EK202310124301,-26750764893641.625
EK202310132969,-133258993829966.58
EK202310116665,-33011777866871.99
EK202310126109,34219062545081.992
EK202310246626,25872756259055.508
EK202310165655,-67352626084075.664
EK202310222900,81706591184807.36
EK202310183920,-18341903374619.992
EK202310188655,-168378105863944.5
EK202310140837,43670676774489.46
EK202310110105,-83410721932126.81
EK202310166926,34383916659938.0
EK202310222571,55548915931685.24
EK202310130862,28410414838949.6
EK202310159918,-8577970849088.618
EK202310191732,44725201818027.15
EK202310154430,15060792885397.81
EK202310209379,2817933536057.612
EK202310242826,61924844975813.21
EK202310127621,29953316658971.62
EK202310144269,7361537834757.808
EK202310168554,65786288582359.9
EK202310225096,-42602350453006.914
EK202310004191,35445944947852.0
EK202310198832,76272398734412.78
EK202310166122,44758496813349.32
EK202310197812,63161225531615.875
EK202310173577,-142020711719645.56
EK202310107780,7917531293075.581
EK202310200080,-92607830213228.19
EK202310244832,83150332013685.3
EK202310153701,-19880230402762.562
EK202310248897,29154360023071.938
EK202310238758,73807473808529.47
EK202310180956,69425975738100.37
EK202310133597,67736397352724.13
EK202310165926,36241939554705.82
EK202310113563,-14273559573248.156
EK202310219177,31181155413693.0
EK202310215546,34617468868537.93
EK202310239803,-62494105251978.375
EK202310170081,-83841186300557.3
EK202310206625,42640938816435.766
EK202310104069,-178320960655606.66
EK202310186393,21491762652183.63
EK202310173267,15084863876893.908
EK202310110426,23476126618563.434
EK202310164765,-5823800055802.356
EK202310158220,-40007276324575.9
EK202310168816,21338476657744.617
EK202310204071,43638947394166.74
EK202310157259,-11524198500595.242
EK202310156843,-71468733575437.56
EK202310223529,37800177011219.58
EK202310149961,11870216744966.309
EK202310108241,22085766205110.89
EK202310168245,-125516771888050.84
EK202310191021,-81230214928060.72
EK202310165776,62836475457747.875
EK202310172874,20277025327909.33
EK202310163779,27488264093394.016
EK202310188731,30296458530031.266
EK202310105850,-28889013363824.875
EK202310129025,55440347563160.62
EK202310122251,27698909265364.766
EK202310233739,-59480827174813.04
EK202310145467,29764662014042.8
EK202310125541,16823699869368.775
EK202310128736,49793588331212.13
EK202310157339,32112874454335.31
EK202310204674,43986561268053.516
EK202310199931,74321646031737.39
EK202310159776,15473054424755.014
EK202310233618,3407085897702.9087
EK202310209554,24831370428497.027
EK202310147590,-33311872134007.344
EK202310233558,-14085954911489.2
EK202310141475,35954389430233.59
EK202310192184,-5360624526095.224
EK202310121465,-27861748508724.65
EK202310144674,22397350348541.85
EK202310225145,32597597016567.344
EK202310211862,19479347400407.406
EK202310218476,18558090900095.957
EK202310227106,60504166763211.52
EK202310184475,19488526176303.664
EK202310132027,30928081614999.34
EK202310134826,49714083502922.586
EK202310182784,-58263366193781.68
EK202310236142,-42721948636640.664
EK202310215997,63774287687785.48
EK202310218885,-28279638297901.125
EK202310189497,40763527020065.24
EK202310242392,15530254071391.322
EK202310139831,21636670057025.79
EK202310159899,-56254500343981.664
EK202320007536,-155932563984389.8
EK202310205864,58075274997740.77
EK202310205412,-59541228123537.87
EK202310178623,51633082782588.164
EK202310144137,-571568248694.4172
EK202310156851,-6074665818042.97
EK202310200692,-51752758494048.6
EK202310221442,66197140919373.13
EK202310225402,-25897145879182.35
EK202310128314,18885554070589.414
EK202310135585,33327838946770.688
EK202310230304,8678242387631.069
EK202310106564,63049152117201.445
EK202310195276,-208060417495042.5
EK202310168561,5254106965851.806
EK202310238035,74831135317048.94
EK202310210412,16133628429390.033
EK202310193015,30466372047455.832
EK202310160429,56577027090173.836
EK202310203227,-120310505475521.34
EK202310144260,3817204429954.2466
EK202310231994,6004458736436.398
EK202310169556,-4156274062877.771
EK202310112231,43660764124954.24
EK202310179305,30247780424243.02
EK202310111693,36628321471010.87
EK202310163778,59203564311615.836
EK202310197562,-96514448245237.03
EK202310147780,-138113880929724.7
EK202310165497,45245261065484.85
EK202310191527,-31377367240616.703
EK202310106149,-28963044229113.82
EK202310179787,-35631976686720.055
EK202310247018,57160576223655.086
EK202310177578,9416255274409.6
EK202310138872,40414361228387.91
EK202310204378,-62148526858848.43
EK202310146296,36758467325948.76
EK202310110160,10694427509211.488
EK202310179095,-20243349400771.727
EK202310220481,-51514394330008.76
EK202310227227,28942112777579.484
EK202310234336,27363685405233.22
EK202310145809,40221149517421.664
EK202310209306,-33158314891059.703
EK202310225649,-64767665471187.62
EK202310226704,4933231247274.699
EK202310157072,44852142404311.89
EK202310121530,-17094059813750.203
EK202310165600,-16141169897947.969
EK202310197233,37612776536744.96
EK202310184332,-36197708976854.82
EK202310143743,59730105158619.23
EK202310154640,21302005761371.996
EK202310158286,-6681455428663.085
EK202310123880,-1339984187450.6086
EK202310182423,79529474628298.12
EK202310124053,3120243804697.18
EK202310206144,26666720111175.656
EK202310140890,7337999374778.038
EK202310127015,-37855511976616.87
EK202310134941,38481397331871.37
EK202310119304,-79423299509667.17
EK202310212796,14291446300038.225
EK202310108377,15192691137655.447
EK202310174180,-22089498755118.273
EK202310239157,-69609257031152.15
EK202310216632,45935223425004.01
EK202310172285,6325564366372.045
EK202310150279,51675046669662.46
EK202310186491,-98185441713030.86
EK202310197932,-69313062876883.97
EK202310120172,33999091176292.977
EK202310216664,11160245124650.348
EK202320006884,-90441139217478.78
EK202310178918,66247916144902.3
EK202310144935,-53060927935209.9
EK202310141510,-14978904019849.54
EK202310216762,-24934800206349.953
EK202310106406,-138157526749110.27
EK202310111996,1061681607811.9792
EK202310208681,-70442973481105.22
EK202310226247,3763776140642.391
EK202310113253,52485165000279.16
EK202310122999,-81292660015747.39
EK202310155079,34753335840518.43
EK202310160222,-11014080792213.9
EK202310210742,16521178607038.271
EK202310156801,-64403986584417.73
EK202310159360,-75316518784028.22
EK202310180024,-59449283098486.414
EK202310213928,-14609341002612.96
EK202310152334,20650540344444.33
EK202310245937,-8746417325496.6455
EK202310164808,44831090536344.26
EK202310146870,27136531723273.445
EK202310163950,57708602683678.26
EK202310195716,33737212269394.715
EK202310150305,42394154936733.54
EK202310229713,-69112015270508.336
EK202310188916,-8080542472545.391
EK202310121395,44135755921233.54
EK202310160376,40102296718226.81
EK202310244651,30415840791728.633
EK202310150169,7751436391621.022
EK202310110958,22864527029548.555
EK202310143966,-93575910033922.92
EK202310221741,60978609675371.76
EK202310187012,55299345226861.15
EK202310193822,41908087005955.484
EK202310172094,71208472581336.98
EK202310178633,1854053481721.3777
EK202310117674,-5444168712845.8
EK202310133805,-88744496674711.0
EK202310180948,40627178079828.71
EK202310203849,40065833555348.625
EK202310149491,33657014256673.4
EK202310216830,57525272038666.13
EK202310229432,-97430441215047.38
EK202310109652,61681819701160.71
EK202310181925,-14622450204465.686
EK202310196245,-7679403812947.03
EK202310248098,-30671734964792.695
EK202310183221,46625239433404.336
EK202310196195,28309688423322.25
EK202310197137,-23655486297913.992
EK202310110247,3140523192244.18
EK202310144126,34917137928840.508
EK202310156911,-2663225761182.228
EK202310224215,18844401935105.11
EK202310236337,56438985479193.94
EK202310188431,-7081928020288.644
EK202310137114,12928491331422.498
EK202310115030,-2527429105967.1616
EK202310117460,-133728278687570.77
EK202310162361,-67480442480378.9
EK202310130281,72111397091482.3
EK202310148428,42946508027037.51
EK202310163311,-111857674131647.55
EK202310145526,25701520494272.773
EK202310235374,-95050684613773.64
EK202310156223,-3477253823377.488
EK202310151269,1276661107886.9744
EK202310150741,24077003942888.23
EK202310225372,41616999764017.74
EK202310133344,27701424983432.777
EK202310127071,-148021409874869.7
EK202310152237,17632420744813.656
EK202310244229,-56342808708382.96
EK202310167190,-50727804208440.68
EK202310154488,49245284420229.8
EK202310211108,-6034963776464.8545
EK202310114416,31879087452934.125
EK202310222978,24525392681949.11
EK202310187337,54273390712480.71
EK202310195712,54781193234028.055
EK202310176238,30086969853903.03
EK202310204719,20824228388563.477
EK202310184298,-15660368898657.154
EK202310215525,-35927916594794.44
EK202310154861,-17420400292309.527
EK202310200739,-188427314092748.38
EK202310242424,19796576040987.727
EK202310247300,19513522382695.58
EK202310116475,-37769347850135.36
EK202310225458,-54924365027423.195
EK202310126918,24468259610899.305
EK202310185579,-79193497450055.45
EK202310241455,-40687638361568.13
EK202310209465,93828844686619.61
EK202310142842,53533795715903.79
EK202310185122,89355834821122.19
EK202310223530,-7819468679601.11
EK202310188514,-95534877809442.47
EK202310171731,-22702205296814.617
EK202310130376,41493982576756.88
EK202310222189,-141108986851087.06
EK202310106430,47577875298513.086
EK202310127369,-27328232037123.633
EK202310236443,25769068506078.375
EK202310182405,14865797837866.764
EK202310210187,-101715266708255.44
EK202310116888,-46090172511970.87
EK202310173132,57337239129293.43
EK202310108743,57636646820677.56
EK202310125006,-82173513928744.3
EK202310213574,-6786915338087.548
EK202310165356,-22864409394268.094
EK202310149418,19289277114250.492
EK202310198882,-34453447164292.82
EK202310231320,-13705075856055.55
EK202310205653,46270896292349.414
EK202310198599,-9593078034395.725
EK202310199963,18762773625577.297
EK202310173699,35473443407228.22
EK202310245726,-2811711949144.898
EK202320006040,-76431131210640.12
EK202310154743,28802590208641.188
EK202310188160,-64848823622797.51
EK202310214367,6182253858373.112
EK202310103702,19363135343499.414
EK202310127965,-12095297024997.344
EK202310203245,43733036356309.88
EK202310139888,-18496393248115.734
EK202310108972,-29401687795606.055
EK202310004612,-7489365778630.985
EK202310143552,40005095447936.78
EK202310120024,17473726016627.193
EK202310221518,6663772672143.862
EK202310180966,61805990865050.27
EK202310193489,-75862303453904.78
EK202310117005,-94368301269736.62
EK202310213271,35196780942268.76
EK202310120394,53114993941103.1
EK202310183259,47586776639052.37
EK202310125697,-26316906772691.64
EK202310110553,-33444448819895.633
EK202310150138,35159893757497.867
EK202310169349,27110751529949.977
EK202310224959,8266420676061.53
EK202310003872,77598320986634.88
EK202310189922,-15899629729551.32
EK202310196746,48843863456992.58
EK202310189397,-18473148225953.64
EK202310154076,9809080603974.318
EK202310003409,-31339775094269.79
EK202310132461,2450013280251.2837
EK202310114430,-96469559884122.69
EK202310207939,-25997544541874.32
EK202310219274,-57521276406551.414
EK202310226342,60115285289509.805
EK202310127397,48567607395473.15
EK202310237125,-44476399662439.38
EK202310214068,55657459109969.1
EK202310184942,7167322234089.903
EK202310113334,-53072088806814.49
EK202310121808,-43680511921237.54
EK202310134472,-27500921426273.35
EK202310213189,-98099422694797.3
EK202310200986,9109088502664.723
EK202310183319,7377979291586.495
EK202310138451,-63726761931535.04
EK202310134480,5756718250334.962
EK202310248001,27151858347062.266
EK202310215511,11375469881595.902
EK202310148692,85634658553799.5
EK202310003356,-1903747796912.5286
EK202310186363,-84838436968294.75
EK202310117649,48638070399751.23
EK202310107222,-59846029474052.6
EK202310140103,-45958547228646.19
EK202310162055,19479010531155.8
EK202310160543,21402497258905.027
EK202310104526,57585184974756.836
EK202310111072,18156238635317.92
EK202310144115,34112119515274.793
EK202310227753,42697629948504.07
EK202310168401,28910068884626.426
EK202310225278,24537280205391.445
EK202310121727,-62412437658183.33
EK202310209068,5989331283717.374
EK202310117324,-48426111694850.52
EK202310119649,37760012558656.58
EK202310154151,28300807128788.742
EK202310235668,-73010473642401.02
EK202310197052,25473957115410.21
EK202310133218,4696002242800.726
EK202310228623,25672723995570.71
EK202310236771,-37812172120879.766
EK202320007756,-152228439782459.5
EK202310123680,14343696823911.162
EK202310153796,-3425972314859.345
EK202310184256,66353704731301.414
EK202310189360,-118369936409675.72
EK202310169170,43899437828401.99
EK202310238568,9455461281050.354
EK202310147463,-18852975020820.523
EK202310246348,-70939677245902.47
EK202310146645,-42799521604461.24
EK202310112043,-3747293513812.197
EK202310126693,-40990803877195.21
EK202310105633,-98855742119415.89
EK202310108187,66132443886801.664
EK202310142659,25359185933149.508
EK202310154109,23760380976270.645
EK202310187961,35605292242751.18
EK202310138151,24515700342951.156
EK202310145768,16423602845021.676
EK202310204437,-19769369770406.234
EK202310234444,-29411079463031.32
EK202310146920,-28336413532989.688
EK202310191972,67019284942513.27
EK202310135664,-14051830241976.84
EK202310136647,37218948626883.805
EK202310149136,16440936626881.232
EK202310004755,-19927552200069.71
EK202310003806,31970126435936.227
EK202320005862,-109558733777422.9
EK202310238222,-88525400939967.25
EK202310165638,-16527003545321.943
EK202310195278,-25505621678148.047
EK202310191050,23030988740915.492
EK202310165081,50295977641664.03
EK202310141108,9359815262470.309
EK202310225501,17893650655731.375
EK202310190006,9905524128346.832
EK202310232901,5405398390278.597
EK202310183145,-65984542495397.336
EK202310133834,51462312833352.89
EK202310111865,-23426360686975.79
EK202310233162,-36580731373720.12
EK202310144096,11978774757172.451
EK202310241460,-1618876172013.0579
EK202310148061,37936214334435.02
EK202310123096,-114534779133029.66
EK202310168745,-10563517994608.781
EK202310232533,-7481217189778.956
EK202310238139,-44738286196794.414
EK202310107671,37986020499384.11
